-
AT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144207|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144207|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144207|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144207|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017144207|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017144207|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017144207|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017144207|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017144207|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017144207|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017144207|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017144207|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017144207|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017144208|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3802
20201017144208|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017144208|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017144208|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017144216|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017144216|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017144216|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017144217|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144237|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144237|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144237|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144237|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144258|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144258|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144258|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144258|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144318|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144318|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144318|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144318|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017144318|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017144318|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017144318|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017144318|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017144318|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017144318|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017144318|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017144318|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017144318|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017144318|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3802
20201017144318|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017144318|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017144318|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017144327|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017144327|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017144327|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017144328|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144348|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144348|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144348|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144348|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144409|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144409|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144409|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144409|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144423|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017144423|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017144423|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017144424|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017144424|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017144424|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017144425|SAT-AC|info|nvl 1:(EnviarDadosVenda):269091 CF-e-SAT CFe35201003476811031111590009412350038036172464 gerado com sucesso
20201017144425|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017144429|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144429|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144429|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144429|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017144429|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017144429|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017144429|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017144429|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017144429|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017144429|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017144429|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017144430|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017144430|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017144430|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3803
20201017144430|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017144430|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017144430|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017144438|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017144438|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017144438|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017144439|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144500|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144500|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144500|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144500|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144524|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144524|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144524|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144524|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144535|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017144536|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017144536|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017144536|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017144536|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017144537|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017144538|SAT-AC|info|nvl 1:(EnviarDadosVenda):269279 CF-e-SAT CFe35201003476811031111590009412350038045951705 gerado com sucesso
20201017144538|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017144544|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144544|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144544|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144544|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017144544|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017144544|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017144544|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017144544|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017144544|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017144544|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017144544|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017144544|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017144544|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017144544|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3804
20201017144544|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017144544|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017144544|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017144553|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017144553|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017144553|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017144554|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144615|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144615|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144615|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144615|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144635|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144635|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144635|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144635|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144655|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144655|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144655|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144655|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017144656|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017144656|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017144656|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017144656|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017144656|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017144656|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017144656|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017144656|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017144656|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017144656|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3804
20201017144656|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017144656|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017144656|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017144704|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017144704|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017144704|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017144705|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144715|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017144726|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144726|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144726|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144726|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144734|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017144734|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017144734|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017144735|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017144735|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017144735|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017144736|SAT-AC|info|nvl 1:(EnviarDadosVenda):269425 CF-e-SAT CFe35201003476811031111590009412350038050851276 gerado com sucesso
20201017144736|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017144736|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017144736|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144736|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144736|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017144746|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144746|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144746|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144746|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144757|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017144757|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144757|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144757|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017144809|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144809|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144809|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144809|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017144809|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017144809|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017144809|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017144809|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017144809|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017144810|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017144810|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017144810|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017144810|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017144810|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3805
20201017144810|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017144810|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017144810|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017144818|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017144818|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144818|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144818|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017144818|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 1 para a SEFAZ
20201017144818|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017144818|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017144818|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017144818|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017144819|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144838|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017144838|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144838|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144838|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017144850|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144850|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144850|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144850|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144859|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017144859|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144859|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144859|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017144910|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144910|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144910|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144910|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144928|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017144928|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144928|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144928|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017144928|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 2 para a SEFAZ
20201017144928|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017144931|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017144931|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017144931|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017144931|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017144931|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017144931|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017144931|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017144931|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017144931|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017144931|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017144931|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017144931|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017144931|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017144931|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3805
20201017144931|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017144931|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017144931|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017144940|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017144940|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017144940|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017144941|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017144958|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017144958|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017144958|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017144958|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017145004|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017145004|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017145004|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017145004|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017145018|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017145018|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017145018|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017145018|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017145025|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017145025|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017145025|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017145025|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017145038|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017145038|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017145038|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017145038|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017145038|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 3 para a SEFAZ
